839634 function calls (824339 primitive calls) in 5.640 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 <decorator-gen-13>:1(needs_sqlite)
        1    0.000    0.000    0.000    0.000 openpy.py:6(<module>)
       38    0.000    0.000    0.000    0.000 fromnumeric.py:199(reshape)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
      106    0.000    0.000    0.000    0.000 text.py:820(get_unitless_position)
        1    0.000    0.000    0.000    0.000 alias.py:9(<module>)
        1    0.000    0.000    0.000    0.000 text.py:104(Text)
      805    0.000    0.000    0.000    0.000 transforms.py:107(__init__)
        8    0.000    0.000    0.000    0.000 axis.py:2529(get_tick_space)
       27    0.000    0.000    0.000    0.000 pathlib.py:504(_select_from)
        2    0.000    0.000    0.000    0.000 transforms.py:672(intersection)
        2    0.000    0.000    0.000    0.000 tokenize.py:108(_compile)
       13    0.000    0.000    0.000    0.000 deprecation.py:277(_rename_parameter)
        1    0.000    0.000    0.000    0.000 glob.py:79(_glob1)
      280    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
        1    0.000    0.000    0.000    0.000 extension.py:2(<module>)
       22    0.000    0.000    0.000    0.000 argparse.py:276(add_arguments)
     1805    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       26    0.000    0.000    0.000    0.000 core.py:6746(__init__)
       20    0.000    0.000    0.000    0.000 transforms.py:2694(get_transformed_points_and_affine)
       21    0.000    0.000    0.000    0.000 patches.py:339(_set_facecolor)
     2627    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 shellapp.py:5(<module>)
       27    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
      638    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        1    0.000    0.000    0.000    0.000 interface.py:47(CommandLineInterface)
      236    0.000    0.000    0.000    0.000 pyplot.py:715(_auto_draw_if_interactive)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
     1252    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       26    0.000    0.000    0.000    0.000 core.py:6751(getdoc)
      107    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
     1147    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        6    0.000    0.000    0.000    0.000 rcsetup.py:340(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 instance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
       36    0.000    0.000    0.000    0.000 _methods.py:90(_clip_dep_is_scalar_nan)
        1    0.000    0.000    0.000    0.000 difflib.py:27(<module>)
      695    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
       65    0.000    0.000    0.000    0.000 __init__.py:2271(_check_shape)
       48    0.000    0.000    0.000    0.000 lines.py:1098(set_linestyle)
      135    0.000    0.000    0.000    0.000 pyplot.py:1885(<genexpr>)
        1    0.000    0.000    0.000    0.000 markers.py:127(<module>)
       66    0.000    0.000    0.000    0.000 pyparsing.py:3697(__init__)
        1    0.000    0.000    0.000    0.000 default.py:10(<module>)
        1    0.000    0.000    0.000    0.000 image.py:935(set_extent)
        1    0.000    0.000    0.000    0.000 prefix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:288(full)
       36    0.000    0.000    0.000    0.000 argparse.py:258(add_argument)
       35    0.000    0.000    0.000    0.000 transforms.py:1251(__init_subclass__)
       32    0.000    0.000    0.000    0.000 transforms.py:1539(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 artist.py:1236(ArtistInspector)
       20    0.000    0.000    0.000    0.000 transforms.py:2764(nonsingular)
     2055    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     3625    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      265    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:52(add_newdoc_for_scalar_type)
        9    0.000    0.000    0.000    0.000 enum.py:784(_missing_)
      150    0.000    0.000    0.000    0.000 font_manager.py:887(set_size)
       20    0.000    0.000    0.000    0.000 transforms.py:2681(_revalidate)
      107    0.000    0.000    0.000    0.000 inspect.py:525(_findclass)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:3740(streamline)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(hstack)
        9    0.000    0.000    0.000    0.000 enum.py:791(_create_pseudo_member_)
      154    0.000    0.000    0.000    0.000 __init__.py:1742(<dictcomp>)
      114    0.000    0.000    0.000    0.000 font_manager.py:869(set_stretch)
        4    0.000    0.000    0.000    0.000 __init__.py:590(gen_candidates)
       46    0.000    0.000    0.000    0.000 transforms.py:324(ymax)
      624    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       50    0.000    0.000    0.000    0.000 artist.py:1065(update_from)
        1    0.000    0.000    0.000    0.000 axis.py:628(Axis)
        1    0.000    0.000    0.000    0.000 extension.py:24(ExtensionMagics)
       73    0.000    0.000    0.000    0.000 rcsetup.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        2    0.000    0.000    0.000    0.000 patches.py:722(__init__)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
    47/42    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       44    0.000    0.000    0.000    0.000 transforms.py:314(ymin)
       55    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
    35/34    0.000    0.000    0.000    0.000 transforms.py:1041(get_points)
        2    0.000    0.000    0.000    0.000 re.py:215(findall)
        1    0.000    0.000    0.000    0.000 backend_agg.py:90(__init__)
       30    0.000    0.000    0.000    0.000 traitlets.py:2275(__init__)
        1    0.000    0.000    0.000    0.000 vt100_output.py:178(__init__)
      624    0.000    0.000    0.000    0.000 artist.py:332(pchanged)
       20    0.000    0.000    0.000    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       24    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(diff)
       56    0.000    0.000    0.000    0.000 axis.py:295(set_label1)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
        1    0.000    0.000    0.000    0.000 colorbar.py:321(ColorbarBase)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:349(__init__)
        4    0.000    0.000    0.000    0.000 util.py:381(wrapper)
      212    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 auto.py:2(<module>)
        1    0.000    0.000    0.000    0.000 style.py:10(<module>)
      149    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       32    0.000    0.000    0.000    0.000 axis.py:1610(_set_formatter)
        1    0.000    0.000    0.000    0.000 completer.py:992(IPCompleter)
       36    0.000    0.000    0.000    0.000 font_manager.py:746(__eq__)
        2    0.000    0.000    0.000    0.000 _base.py:3214(set_xlim)
       38    0.000    0.000    0.000    0.000 transforms.py:319(xmax)
       56    0.000    0.000    0.000    0.000 axis.py:308(set_label2)
        1    0.000    0.000    0.000    0.000 _subplots.py:95(update_params)
       52    0.000    0.000    0.000    0.000 core.py:889(__init__)
        1    0.000    0.000    0.000    0.000 pstats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 menus.py:1(<module>)
       41    0.000    0.000    0.000    0.000 pyparsing.py:2791(parseImpl)
      220    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      229    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:751(get_position)
      839    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        9    0.000    0.000    0.000    0.000 enum.py:863(_decompose)
       20    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
       31    0.000    0.000    0.000    0.000 abc.py:130(register)
        1    0.000    0.000    0.000    0.000 __init__.py:486(get_configdir)
        1    0.000    0.000    0.000    0.000 markers.py:145(MarkerStyle)
       28    0.000    0.000    0.000    0.000 inspect.py:3022(__str__)
      430    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 _base.py:422(_AxesBase)
     2626    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
       16    0.000    0.000    0.000    0.000 shape_base.py:286(hstack)
        6    0.000    0.000    0.000    0.000 text.py:218(_get_xy_display)
        6    0.000    0.000    0.000    0.000 transforms.py:667(<listcomp>)
        1    0.000    0.000    0.000    0.000 config.py:2(<module>)
    74/40    0.000    0.000    0.000    0.000 _base.py:700(get_xaxis_transform)
        1    0.000    0.000    0.000    0.000 _formlayout.py:33(<module>)
       15    0.000    0.000    0.000    0.000 patches.py:346(set_facecolor)
      121    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
      114    0.000    0.000    0.000    0.000 font_manager.py:832(set_style)
       36    0.000    0.000    0.000    0.000 _methods.py:53(_any)
        6    0.000    0.000    0.000    0.000 pathlib.py:1325(is_dir)
       31    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
     3024    0.000    0.000    0.000    0.000 inspect.py:2514(default)
       16    0.000    0.000    0.000    0.000 ticker.py:263(<listcomp>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 win32_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:195(QuiverKey)
      108    0.000    0.000    0.000    0.000 rcsetup.py:617(validate_joinstyle)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1926(__or__)
        1    0.000    0.000    0.000    0.000 artist.py:60(Artist)
       13    0.000    0.000    0.000    0.000 markers.py:753(_set_tickdown)
       34    0.000    0.000    0.000    0.000 inspect.py:1792(_signature_bound_method)
       68    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        6    0.000    0.000    0.000    0.000 pathlib.py:1135(stat)
      130    0.000    0.000    0.000    0.000 traitlets.py:651(tag)
       34    0.000    0.000    0.000    0.000 argparse.py:603(_expand_help)
      120    0.000    0.000    0.000    0.000 rcsetup.py:623(validate_capstyle)
       20    0.000    0.000    0.000    0.000 transforms.py:1019(__init__)
       73    0.000    0.000    0.000    0.000 transforms.py:2346(transform_non_affine)
      239    0.000    0.000    0.000    0.000 __init__.py:1207(is_interactive)
      757    0.000    0.000    0.000    0.000 __init__.py:916(<lambda>)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ptp)
        1    0.000    0.000    0.000    0.000 auto.py:24(AutoMagics)
        1    0.000    0.000    0.000    0.000 toolbars.py:1(<module>)
       24    0.000    0.000    0.000    0.000 function_base.py:1153(diff)
       14    0.000    0.000    0.000    0.000 re.py:205(split)
       40    0.000    0.000    0.000    0.000 transforms.py:1765(frozen)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1046(wrapper)
        1    0.000    0.000    0.000    0.000 macro.py:1(<module>)
      530    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      114    0.000    0.000    0.000    0.000 font_manager.py:842(set_variant)
      265    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
       30    0.000    0.000    0.000    0.000 traitlets.py:2175(__init__)
       19    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       22    0.000    0.000    0.000    0.000 deprecation.py:178(finalize)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
      374    0.000    0.000    0.000    0.000 argparse.py:1293(register)
  344/163    0.000    0.000    0.000    0.000 transforms.py:2334(<lambda>)
       20    0.000    0.000    0.000    0.000 lines.py:707(_get_transformed_path)
       26    0.000    0.000    0.000    0.000 cache.py:102(decorator)
       31    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.000    0.000 screen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:89(TerminalInteractiveShell)
      771    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       84    0.000    0.000    0.000    0.000 pyparsing.py:2346(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:505(get_cachedir)
      240    0.000    0.000    0.000    0.000 font_manager.py:1308(<genexpr>)
